Monarcha_castaneiventris_obscurior,8285,8267,18,9,44
Dicrurus_megarhynchus,8253,8239,14,34,51
Edolisoma_coerulescens,8256,8245,11,29,53
Eulacestoma_nigropectus,8250,8246,4,35,53
Falcunculus_frontatus,8225,8217,8,51,62
Pteruthius_melanotis,8190,8172,18,62,86
Gymnorhina_tibicen,8205,8199,6,60,73
Rhagologus_leucostigma,8252,8243,9,31,55
Machaerirhynchus_nigripectus,8245,8237,8,40,53
Orthonyx_spaldingii,8242,8235,7,42,54
Dasyornis_broadbenti,8240,8231,9,37,61
Entomyzon_cyanotis,8280,8211,69,13,45
Lichenostomus_cassidix,8273,8194,79,21,44
Grantiella_picta,8207,8202,5,55,76
Origma_solitaria,8217,8203,14,52,69
Malurus_alboscapulatus,8213,8203,10,42,83
Malurus_melanocephalus,8118,8072,46,71,149
Malurus_cyaneus_samueli,8163,8129,34,40,135
Malurus_elegans,7847,7824,23,166,325
Climacteris_rufus,8030,8016,14,88,220
Amblyornis_subalaris,8282,8267,15,11,45
Ptilonorhynchus_violaceus,8237,8226,11,40,61
Atrichornis_clamosus,7952,7932,20,163,223
Menura_novaehollandiae,8261,8249,12,24,53
Campylorhamphus_procurvoides,8197,8185,12,60,81
Sclerurus_mexicanus,8216,8204,12,50,72
Formicarius_rufipectus,8176,8164,12,69,93
Furnarius_figulus,7833,7810,23,160,345
Scytalopus_superciliaris,7977,7956,21,114,247
Grallaria_varia,7928,7911,17,154,256
Rhegmatorhina_hoffmannsi,8034,8016,18,142,162
Willisornis_vidua,7963,7933,30,183,192
Sakesphorus_luctuosus,7912,7884,28,155,271
Cephalopterus_ornatus,7908,7881,27,171,259
Pachyramphus_minor,8001,7988,13,111,226
Neopipo_cinnamomea,7758,7737,21,201,379
Cossypha_archeri,8194,8189,5,68,76
Tyrannus_verticalis,8236,8228,8,37,65
Tyrannus_tyrannus,8166,8162,4,82,90
Myiozetetes_cayanensis,8268,8256,12,13,57
Empidonax_alnorum,8174,8131,43,70,94
Empidonax_traillii,8177,8132,45,74,87
Pitangus_sulphuratus,7814,7772,42,183,341
Tyrannus_savana,7923,7903,20,147,268
Mionectes_macconnelli,8196,8169,27,53,89
Tachuris_rubrigastra,8232,8224,8,33,73
Piprites_chloris,8241,8231,10,25,72
Onychorhynchus_coronatus,8236,8229,7,30,72
Oxyruncus_cristatus,8236,8231,5,42,60
Chiroxiphia_lanceolata,8264,8238,26,12,62
Corapipo_altera,8234,8200,34,45,59
Lepidothrix_coronata,8202,8188,14,65,71
Manacus_candei,8268,8241,27,13,57
Manacus_vitellinus,8191,8169,22,56,91
Pipra_filicauda,8185,8155,30,45,108
Neopelma_chrysocephalum,8231,8178,53,48,59
Sapayoa_aenigma,7694,7672,22,218,426
Serilophus_lunatus,8206,8198,8,53,79
Smithornis_capensis,8109,8098,11,100,129
Amazona_aestiva,8133,8113,20,65,140
Amazona_collaria,8198,7761,437,58,82
Amazona_guildingii,7913,7876,37,167,258
Ara_ararauna,8244,8219,25,12,82
Ara_glaucogularis,8263,8247,16,10,65
Ara_rubrogenys,8261,8203,58,14,63
Aratinga_solstitialis,8243,8215,28,21,74
Myiopsitta_monachus,8265,8201,64,12,61
Melopsittacus_undulatus,8233,8120,113,13,92
Pezoporus_wallicus,8256,8214,42,17,65
Psittacula_echo,8265,8249,16,12,61
Psittacula_krameri,8167,8073,94,73,98
Cacatua_sanguinea,8199,8181,18,53,86
Strigops_habroptila,8265,8168,97,10,63
Actenoides_hombroni,8040,8032,8,149,149
Todiramphus_albicilla,8216,8207,9,51,71
Todiramphus_chloris_collaris,8211,8068,143,43,84
Halcyon_senegalensis,8209,8201,8,35,94
Bucco_capensis,7661,7631,30,264,413
Galbula_dea,8122,8116,6,87,129
Colaptes_auratus,7848,7284,564,81,409
Dryobates_pubescens,8210,8185,25,16,112
Melanerpes_aurifrons,8240,8163,77,12,86
Melanerpes_formicivorus,7770,7718,52,39,529
Indicator_indicator,8127,8109,18,32,179
Indicator_maculatus,7851,7840,11,181,306
Pogoniulus_pusillus,8204,8188,16,18,116
Tricholaema_leucomelas,7731,7707,24,258,349
Psilopogon_haemacephalus,7734,7714,20,226,378
Buceros_bicornis,8205,8193,12,47,86
Bucorvus_abyssinicus,8227,8188,39,17,94
Rhinopomastus_cyanomelas,7755,7720,35,211,372
Upupa_epops,7655,7631,24,269,414
Trogon_melanurus,8004,7978,26,94,240
Trogon_surrucura,8271,8239,32,13,54
Apus_apus,8236,8221,15,19,83
Hemiprocne_comata,8254,8237,17,16,68
Archilochus_colubris,8228,8177,51,16,94
Calypte_anna,8150,8128,22,28,160
Phaethornis_superciliosus,8201,8191,10,24,113
Podargus_strigoides,8253,8082,171,16,69
Alopecoenas_beccarii,7877,7856,21,178,283
Caloenas_nicobarica,7922,7920,2,36,380
Columba_guinea,8274,8255,19,14,50
Columba_livia,8232,8222,10,40,66
Nesoenas_mayeri,8257,8231,26,17,64
Streptopelia_turtur,8174,7973,201,19,145
Patagioenas_fasciata_monilis,8182,8176,6,72,84
Centropus_bengalensis,7764,7745,19,206,368
Centropus_unirufus,8160,8151,9,62,116
Cuculus_canorus,8263,8239,24,16,59
Phaenicophaeus_curvirostris,8207,8137,70,18,113
Crotophaga_sulcirostris,8194,8189,5,46,98
Pterocles_burchelli,7968,7938,30,122,248
Pterocles_orientalis,8089,8065,24,90,159
Urocolius_indicus,7779,7754,25,246,313
Aix_galericulata,8248,8239,9,18,72
Cairina_moschata,8139,8035,104,52,147
Anas_bernieri,8245,8235,10,25,68
Anas_georgica,8159,8156,3,89,90
Anas_platyrhynchos,8270,8188,82,10,58
Anas_zonorhyncha,8186,8043,143,65,87
Anas_capensis,7982,7977,5,177,179
Spatula_discors,8114,8108,6,115,109
Spatula_querquedula,8074,8059,15,88,176
Lophonetta_specularioides,8241,8237,4,29,68
Tachyeres_brachypterus,8182,8177,5,72,84
Speculanas_specularis,8236,8234,2,35,67
Asarcornis_scutulata,8237,8220,17,35,66
Aythya_baeri,8276,8260,16,12,50
Aythya_fuligula,8268,8243,25,8,62
Aythya_marila,8281,8262,19,8,49
Melanitta_fusca,8161,8056,105,81,96
Somateria_mollissima,7693,7678,15,15,630
Anser_brachyrhynchus,8261,8254,7,22,55
Anser_cygnoides,8262,8251,11,23,53
Anser_indicus,8268,8251,17,13,57
Branta_canadensis,8260,8246,14,21,57
Branta_hutchinsii,7830,7822,8,230,278
Cygnus_atratus,8271,8256,15,12,55
Cygnus_olor,8266,8246,20,12,60
Cygnus_buccinator,8164,8136,28,29,145
Heteronetta_atricapilla,8256,8141,115,23,59
Oxyura_jamaicensis,8260,8170,90,21,57
Stictonetta_naevosa,8246,8131,115,29,63
Nettapus_auritus,8262,8203,59,20,56
Anseranas_semipalmata,8051,8028,23,101,186
Alectoris_magna,8261,8244,17,11,66
Alectoris_rufa,8266,7545,721,8,64
Coturnix_japonica,8251,8237,14,12,75
Gallus_gallus,8273,8253,20,9,56
Pavo_cristatus,8245,8217,28,11,82
Pavo_muticus,8239,8198,41,36,63
Centrocercus_minimus,8106,8087,19,38,194
Centrocercus_urophasianus,8187,8168,19,42,109
Tympanuchus_cupido_pinnatus,8208,8183,25,46,84
Tympanuchus_pallidicinctus,8246,8236,10,12,80
Lagopus_leucura,8221,8185,36,31,86
Lagopus_muta,8258,8242,16,11,69
Tetrao_urogallus,8250,8231,19,13,75
Chrysolophus_pictus,8120,8109,11,103,115
Crossoptilon_mantchuricum,8246,8235,11,24,68
Lophura_nycthemera,8250,8240,10,16,72
Lophura_swinhoii,8261,8240,21,13,64
Phasianus_colchicus,8248,8240,8,21,69
Syrmaticus_mikado,8228,8216,12,27,83
Callipepla_californica_brunnescens,8222,8201,21,15,101
Callipepla_squamata,8162,8093,69,59,117
Colinus_virginianus,8147,8140,7,38,153
Odontophorus_gujanensis,7905,7882,23,134,299
Numida_meleagris,8266,8258,8,18,54
Crax_fasciolata,8039,8035,4,171,128
Penelope_pileata,8217,8207,10,51,70
Anomalopteryx_didiformis,7892,7885,7,124,322
Crypturellus_cinnamomeus,8213,8203,10,30,95
Crypturellus_soui,8107,8093,14,86,145
Tinamus_major,8162,8151,11,76,100
Nothocercus_julius,8130,8121,9,63,145
Nothocercus_nigrocapillus,8082,8075,7,102,154
Eudromia_elegans,8206,8190,16,27,105
Nothoprocta_ornata,8165,8147,18,47,126
Nothoprocta_pentlandii,8150,8134,16,59,129
Nothoprocta_perdicaria,8212,8199,13,25,101
Nothura_maculosa,8085,8078,7,96,157
Apteryx_haastii,8242,8233,9,32,64
Apteryx_owenii,8246,8241,5,26,66
Apteryx_rowi,8239,8234,5,34,65
Casuarius_casuarius,8240,8222,18,23,75
Dromaius_novaehollandiae,8238,8227,11,30,70
Rhea_americana,8226,8219,7,31,81
Rhea_pennata,8257,8239,18,15,66
Struthio_camelus_australis,8197,8169,28,40,101
Alligator_mississippiensis,5220,5198,22,22,68
Alligator_sinensis,5091,5073,18,147,72
Caiman_crocodilus,5205,5195,10,54,51
